,Symbol,grossProfitRatioQMinus1,grossProfitRatioQMinus2,epsdilutedQMinus1,epsdilutedQMinus2,priceEarningsToGrowthRatioTTM,priceCashFlowRatioTTM,priceEarningsRatioTTM,priceBookValueRatioTTM,assetTurnoverTTM,dividendYieldPercentageTTM,Cluster
0,LOTB.BR,0.415608,0.397412,47.12265,48.16324,0.3909664986456923,59.55605526605981,18.830211381224533,7.035596787706642,1.443677326437914,1.8823529411764703,3
2,COMB.BR,0.49343400000000004,0.5116649999999999,-0.59499,52.885290000000005,-2.6720908615084573,16.100499136110578,-140.63862493012854,1.0328573451806968,0.5717909924537353,2.6,3
4,SOF.BR,0.9938809999999999,1.0,-6.2562,18.50561,0.3083791352043678,120.3138775015895,5.7978171414231605,1.0840433426701774,0.020831523937461863,1.2288135593220335,4
7,SPA.BR,0.397859,0.368423,2.58313,2.9412,4.13241857337297,20.186947833403448,12.154289423274813,3.5889316459861935,1.5291016563819422,1.0810810810810811,1
8,MOUR.BR,0.17435699999999998,0.16374,11.36087,8.96866,0.5910975522245911,-93.06603773584905,5.3147848841683984,1.2626161047319535,2.1135351052389,3.571428571428571,1
9,RES.BR,0.13053299999999998,0.096898,5.44696,4.32794,1.8438425323322285,17.12537320631858,7.910475394769822,1.8726113843435608,2.824293564799304,2.120141342756184,1
10,COFB.BR,0.692117,0.58439,2.2523,1.6347,6.916842295079789,20.39887915769025,10.987521962082416,1.304562763257339,0.09491960412061803,4.538087520259318,4
11,VGP.BR,0.824342,0.961364,10.18815,7.02689,0.7713686566825843,-48.852631688875896,5.210787755920422,2.2602748317332084,0.027119993540546863,5.107438016528926,4
12,HOMI.BR,0.856483,0.982188,0.38359,7.11512,0.5259303716944858,63.891454681215755,3.742055814395438,1.2282725174082647,0.078451926069601,4.235807860262009,2
14,TERB.BR,0.369675,0.381324,-5.59961,-0.23721,961.6702040429097,10.483538013823207,-228.12068073878623,1.5649875644854736,3.3711791111038036,4.008016032064128,3
15,MONT.BR,1.038535,1.0162959999999999,3.03389,3.77095,2.1531980326260043,46.10930621253244,8.111392306239376,2.18300688650192,0.1005291511878774,2.5971370143149284,4
17,SOLV.BR,1.004902,0.891892,-19.22804,1.5,-21.86152877079101,-1996.427802,-32.72832462295082,0.7590980235741446,-0.017241379310344827,9.453961456102784,4
18,UCB.BR,0.738113,0.741313,1.9197799999999998,2.0291200000000003,6.063655185537767,28.542585534891487,12.186036162081257,2.410405855829691,0.7478247711280926,1.37137801371378,0
19,ELI.BR,0.515203,0.533729,1.8992200000000001,2.00795,5.446340252461578,17.128172690763055,11.006232258064516,1.4805427855885342,0.3103004005340454,1.9314285714285715,3
20,AED.BR,0.9692059999999999,0.9700469999999999,4.18923,2.81182,2.64855335591451,49.24750881953868,7.3192716102079425,1.305181975424957,0.0971110121585154,6.7816091954023,2
21,TUB.BR,0.99787,0.996192,2.91295,3.0604299999999998,2.2477048216403936,-2362.6386867305064,6.894511341226816,1.2653486178407902,0.1829559156284196,0.7989690721649486,0
22,BREB.BR,0.0,0.0,6.4820400000000005,9.13443,0.3769993384506251,85.45096424970919,3.4436758621767325,0.9030887434587156,0.2406430915594233,1.3563829787234043,1
23,GBLB.BR,0.73318,0.720024,2.4736,0.08938,145.4710829841696,12.828978367713006,13.566429472125838,0.6814584207664242,0.3063572267515353,4.175503711558855,4
24,SOLB.BR,0.22830300000000003,0.276517,-14.940729999999999,2.41735,-1.9344153112504885,13.415528033619205,-4.691813343491302,1.0386789964940235,0.6012238362118266,4.942013705851345,3
25,LEAS.BR,0.809314,0.838189,-5.17747,4.1500699999999995,2.725416216288962,12.80051835853132,11.310681474805847,0.9959809541592756,0.09956729891569813,7.291666666666668,2
27,MELE.BR,0.386583,0.40556,0.23939000000000002,0.51,90.30144107634015,79.75862383266156,46.26017382315217,8.593928857207862,1.1037828730425143,3.7169406719085063,3
28,IMMO.BR,0.199249,0.266125,2.43302,5.2212,0.679304293414579,-25.401245390944702,3.4748912257047064,1.2159678322355878,0.6390732135217041,4.143302180685359,1
30,ATEB.BR,0.6805680000000001,0.662557,3.53376,5.67724,0.6355144816750018,-29.78088390225348,3.6025483781918566,1.2158459179435022,0.22032321858654916,3.9276595744680853,4
31,PIC.BR,0.247094,0.219545,2.0678,1.19774,6.821095201256317,22.134811529933486,8.169899337097963,1.2448933782267115,1.3334971266458135,0.3546099290780142,1
32,RET.BR,0.79767,0.8217559999999999,2.9860700000000002,1.74167,3.1869229004783666,22.25586813486517,5.7989250119916855,0.8170738447559222,0.12651585089315326,8.148148148148149,2
33,COLR.BR,0.269072,0.266281,1.7318200000000001,1.4089200000000002,6.3448344090038455,23.817477066016263,9.002918497602948,3.1088692579166315,4.1657319370810155,2.5214792678371314,1
34,DIE.BR,0.12682000000000002,0.129628,0.38219000000000003,-0.7765,-67.78862823850264,-44.05531559504132,52.570938727810656,1.0338013317430768,1.943232686111824,2.0222446916076846,1
35,XIOR.BR,0.858649,0.801139,-0.47053,-0.15633,1031.9654810626,-40.04495306262609,-159.96695327503429,1.5833769316413244,0.05184184042594231,2.628748707342296,0
36,ABI.BR,0.560563,0.584386,-0.7855,-1.13015,119.5228182222402,6.6723080177702565,-134.4034090909091,1.5752934321152086,0.2120444625811717,6.975269499048827,0
37,IMMOU.BR,0.8024979999999999,0.78879,1.1339,1.05817,10.086458686585212,26.73611970074813,10.673154803384767,0.9353268484187568,0.17575587316079644,4.590517241379311,2
