,Symbol,Exchange,grossProfitRatioQMinus1,grossProfitRatioQMinus2,epsdilutedQMinus1,epsdilutedQMinus2,priceEarningsToGrowthRatioTTM,priceCashFlowRatioTTM,priceEarningsRatioTTM,priceBookValueRatioTTM,assetTurnoverTTM,dividendYieldPercentageTTM
0,ADYEN.AS,Amsterdam,0.179441,0.182191,2.55378,3.66828,36.917141363312965,169.77238717853717,134.1891304347826,50.18542609204768,1.6135750533104911,
1,ASML.AS,Amsterdam,0.434999,0.384636,4.20294,1.92083,14.007732041812293,163.0484417585022,26.944851760466847,9.915512830675441,0.9471148445398605,0.7348438456827925
2,DSM.AS,Amsterdam,0.0,0.0,0.59133,0.97433,39.757191148802875,56.159354838709675,38.872663476874,3.3484214864679216,0.6052471841910029,1.702873160476524
3,ASM.AS,Amsterdam,0.48298,0.445446,1.49857,1.49853,14.430321536609076,71.87110608133045,21.620830298972944,3.5698346869031736,0.5768748830615564,1.8677624206200973
4,HAL.AS,Amsterdam,0.666264,0.450239,1.07083,5.68242,1.8968896359948053,7.4882961470256335,10.77723921113689,1.1901991185589464,0.4018698165368183,5.147432675044883
5,TKWY.AS,Amsterdam,0.622222,0.724111,-0.44694,-1.26715,135.49706185054194,3268.48501972294,-80.10540922561674,1.6145300045233124,0.11697540983606558,
6,GLPG.AS,Amsterdam,0.0,0.0,-1.76297,-0.78067,-110.40575671926194,1.976158538630479,85.61473867126057,2.4729909337844984,0.17293769665682543,
7,IMCD.AS,Amsterdam,0.206081,0.194396,1.22127,0.83257,30.163486834020897,49.20191053835801,25.103820035708566,6.472965057422148,2.4279422533690167,1.723312589755864
8,HOLCO.AS,Amsterdam,0.456086,0.445686,3.9728,5.12233,1.083186971567329,292.78070342205325,5.548445381178844,1.6433259705060077,3.044856175437486,
9,AKZA.AS,Amsterdam,0.441369,0.445092,0.67646,0.58763,58.47099359613024,55.154402597402594,34.95381893004115,2.9053456473405164,0.6575560266505148,2.1329142343960483
10,HEIA.AS,Amsterdam,0.168776,0.240779,-0.51605,2.13444,7.427685447811316,19.18587854735495,15.87423202082598,3.308445473037593,0.980565988295921,1.3309444586639365
11,WKL.AS,Amsterdam,0.705754,0.703904,1.39761,1.35006,10.533251950085637,33.283903448275865,14.40646567164179,8.14886618826509,1.0523590333716917,1.7466038258940948
12,HEIO.AS,Amsterdam,0.35443,0.39901,-0.51731,2.13866,6.50705278248036,8.460271844923207,13.916405055789474,2.958507713635685,0.980565988295921,1.5105301379811187
13,ALFEN.AS,Amsterdam,0.396293,0.384112,0.24388,0.2267,548.7575983159209,-4491.629805755399,123.93777528535982,18.720735922038983,2.1831249721276627,
14,HDG.AS,Amsterdam,0.360651,0.425081,-0.29,1.11,8.469073814757346,7.309842633711507,9.386416035379812,1.0208630387052966,1.0177745025792189,
15,UNA.AS,Amsterdam,0.0,0.0,1.25,0.99665,8.939740004932897,18.567748565181745,8.911837345051485,8.688457318242854,1.4539202591719003,3.174013921113689
16,RAND.AS,Amsterdam,0.186838,0.193757,-0.31097,0.26674,114.66415261756877,16.4247311827957,30.65217391304348,2.074468085106383,2.3229509939406823,4.18
17,VPK.AS,Amsterdam,0.0,0.0,1.55198,0.64,11.107998832170779,9.400148806633291,7.073905247468802,2.0333587537055835,0.33025539668324017,2.4343776460626585
18,HYDRA.AS,Amsterdam,0.55617,0.482443,-0.42654,2.24663,2.7994333104611187,9.32077514610889,6.274322393622528,0.9858585069868072,2.168867522972533,
19,NEDAP.AS,Amsterdam,0.251588,0.254478,0.95254,2.69685,2.8954002829685916,24.13555787111254,7.802529539800995,3.746798646193664,3.0269520728072554,9.656652360515022
20,PHIA.AS,Amsterdam,0.41661,0.443616,0.2275,0.04149,923.6216858497687,15.9121926328801,38.388560159045724,3.526195354273192,0.6991230942764618,4.024621212121212
21,CRBN.AS,Amsterdam,0.285656,0.277304,0.41985,-0.0068,-5005.71391426967,36.01901632653061,34.03449752066116,5.065404920049201,1.754804627015211,1.3333333333333335
22,URW.AS,Amsterdam,0.562628,0.690839,-25.47511,-0.51597,5.262940242828174,5.097600869565217,-2.7150946565711194,0.23471488655780068,0.1022084319076035,27.067669172932334
23,BESI.AS,Amsterdam,0.619513,0.566549,0.48231,0.1675,181.73153828029518,83.78492346723047,30.48997055412734,11.296130233140179,0.5753916179932318,2.566056910569106
24,LIGHT.AS,Amsterdam,0.386658,0.37281,0.61809,0.24,68.50247024796137,83.73022792452831,16.078630724637684,2.0171373090909093,0.7645169261181122,
25,AALB.AS,Amsterdam,0.623029,0.623506,0.77,0.85031,5.140462233920152,8.6170398233106,6.706530873341374,1.5837836411804922,1.597908496732026,2.3845007451564832
26,NN.AS,Amsterdam,0.0,0.0,1.85701,1.01231,3.891342332948971,9.711971777986829,4.05014750882699,0.27992261598112844,0.09115068879661721,6.919779546846296
27,FLOW.AS,Amsterdam,0.881359,0.0,8.24919,5.71292,0.37414447858829125,16.750088875509448,2.1572216612139847,2.2050031184936123,0.17700703297699077,14.30817610062893
28,CCEP.AS,Amsterdam,0.345049,0.384393,0.27743,1.25639,8.335114064670977,37.45374812987013,10.681254096296296,2.4725125222908093,1.0306877196663695,2.1732283464566926
29,PSH.AS,Amsterdam,0.800201,0.788962,7.45311,1.96057,0.8381356703294451,-6.339427508631509,1.7349878231625422,0.8643648130113811,0.450999129869729,1.376936316695353
30,TWEKA.AS,Amsterdam,0.494404,0.490022,0.63153,1.69034,3.700103513313394,386.04430339574736,6.257848382582928,1.859409354937328,1.793254346346594,5.193905817174516
31,NSI.AS,Amsterdam,0.778449,0.862116,-1.81688,5.74005,0.47416310878332946,10.410222914214105,2.694811552602088,0.6387814022635495,0.1278363117300989,7.415269565217392
32,ASRNL.AS,Amsterdam,0.0,0.0,1.51167,2.71349,1.023429087157511,-34.68472172,2.8807908405315614,0.6874251173299508,-0.0007654845649276089,8.495575221238939
33,APAM.AS,Amsterdam,0.070702,0.098884,0.6233,0.82532,7.845758028929421,21.228825360824743,6.455160062695925,0.9801028367444076,2.2231096911608095,6.817296455005843
34,AD.AS,Amsterdam,0.279118,0.278614,0.64465,0.59338,19.028788527397264,20.484447004608292,11.417273116438357,1.8648265976786462,1.6421948694351778,3.869407496977025
35,ACCEL.AS,Amsterdam,0.276127,0.304014,1.06759,-1.00341,-25.02472483725828,13.862601834881714,25.10946871064983,1.8749664394822247,1.945987415859487,
36,GVNV.AS,Amsterdam,0.70346,0.724811,-0.83644,0.44183,175.46474947822514,13.353614421552031,77.8964895388779,6.409479303168118,1.6510334655523107,
37,BFIT.AS,Amsterdam,0.958401,0.97046,-0.9411,0.18634,-206.40207305653308,7.317036409488534,-38.09061538461538,3.3761785591838005,0.4129471063614433,
