,Symbol,grossProfitRatioQMinus1,grossProfitRatioQMinus2,epsdilutedQMinus1,epsdilutedQMinus2,priceEarningsToGrowthRatioTTM,priceCashFlowRatioTTM,priceEarningsRatioTTM,priceBookValueRatioTTM,assetTurnoverTTM,dividendYieldPercentageTTM,Cluster
49,ALKEM.NS,0.633709,0.563497,35.3,15.785739999999999,1.4718037937412096,270.6251295166524,23.239931260697713,5.143953931374346,0.8546784628489651,0.9431115135053568,1
50,NIITTECH.NS,0.9496690000000001,0.976922,12.71,18.11731,1.6056663103817277,64.39232028585961,29.0156547517763,5.2825078940955565,1.243735100877958,1.5393782898003774,1
51,CERA.NS,0.476013,0.555247,0.35407,28.63,1.2484188367924614,60.62380260779643,35.746161679020304,4.434420573940436,0.9009166432867448,0.4946915788272004,2
52,AMBER.NS,0.161332,0.166438,-7.14,19.98,4.739933763592028,-78.92528328875515,94.7538044131243,6.27609053982439,1.0287588824251852,0.14204860725779606,0
53,BAJAJHLDNG.NS,0.983712,0.927192,61.0,32.45921,0.2683680468924391,48.88864822225753,8.711799625914018,0.9419373648695376,0.012357394145951505,1.7028885246599548,1
54,HDFCAMC.NS,0.9913,0.9920190000000001,14.17,11.736080000000001,3.345525496208709,128.0501468885465,39.17007902590772,12.3751575223242,0.44338068049946616,1.1982197877439231,1
57,JUBLFOOD.NS,0.77975,0.743583,-5.6,2.51,88.5019179730138,122.85438049148638,222.18083906274518,26.62221914587161,0.998767832358034,0.2650527896806114,1
60,EICHERMOT.NS,0.387577,0.43668999999999997,-2.02125,111.39455,4.046151350985515,61.87744700748129,45.09754333618581,5.966463545982188,0.6096378071153408,0.5730396314209091,0
61,HINDUNILVR.NS,0.518777,0.5380520000000001,8.08,6.9985800000000005,11.494751774060907,133.7173885575,74.13569835402684,61.748216857273064,1.9922592169900264,1.5948963317384368,2
62,RELIANCE.NS,0.447062,0.337776,20.63,10.14515,3.2414792823728966,34.731968511412404,32.079019383066175,3.0062205771297346,0.4638674345900001,0.3059399416360727,2
64,PIIND.NS,0.42024300000000003,0.46796099999999996,10.52,8.03,7.533168458186314,137.7964399,60.29454613006993,11.522057324309875,0.8692719181973111,0.18332645859113614,0
65,LALPATHLAB.NS,0.714662,0.761305,3.44,3.92507,23.44751566573528,252.29620055842526,92.42039698068436,17.497905560375212,0.9176682631087982,0.5481955230698949,1
66,ASIANPAINT.NS,0.447428,0.45841000000000004,2.28,4.81355,18.526140009718112,206.91935799509704,89.31127665229391,19.997122599958935,1.1160288880621636,0.5675637326774821,0
68,IPCALAB.NS,0.718691,0.660455,35.24,6.57,4.191410364021172,163.9128054609531,28.47630195650289,7.244285556777707,0.9705484778025144,0.2408767915211369,1
69,AKZOINDIA.NS,0.448046,0.44988500000000003,-4.45,11.859910000000001,4.857421898964472,144.99193379009438,57.6342936815625,7.448697083239097,0.9461733597041878,0.6912044237083117,0
71,NAVINFLUOR.NS,0.545513,0.573086,55.00134,9.18,2.7259193766047867,60.237918529845906,24.970278593763467,7.224657772314818,0.6518477559049437,0.5345514627271843,1
72,HDFC.NS,0.734841,0.536564,20.78,23.6109,0.6856019784483353,-17.347292271103868,16.228336176862854,2.8168552390468915,0.14874257231213395,2.0500305064063453,1
73,GARFIBRES.NS,0.765237,0.686623,8.08,16.3122,2.0757679080522493,373.4733283104631,33.86836086102357,5.891667021498967,0.7334123004797918,0.5024873121953671,1
75,VAIBHAVGBL.NS,0.64272,0.6043069999999999,16.16,12.096060000000001,2.474247406155595,62.761665332795474,30.04772980131683,8.283438484145067,1.9220554059774104,2.4047737966930414,2
76,JKCEMENT.NS,0.639412,0.681068,6.76624,20.81,1.1261484823260155,103.78841995648872,23.92123464323793,4.96337424905042,0.9510748710813444,0.3856338535105535,1
77,METROPOLIS.NS,0.7195,0.741325,0.5723,3.05999,24.039623477342754,-1578.6760536951501,73.48706778057547,18.280812860879003,1.3287578813814946,0.4236727128293393,1
78,CRISIL.NS,0.0,0.0,9.15,12.16,3.083928668941172,181.09397514361558,37.482146438774926,10.756028342308033,0.8630458863415126,2.4525165544867433,0
79,MCX.NS,0.8103,0.821903,11.09,12.87,2.3834251471196097,558.5820011435675,30.680632205912474,5.080170928638047,0.16351449195866335,1.6984657193002324,1
80,ZYDUSWELL.NS,0.5565439999999999,0.5388729999999999,15.47,11.99351,5.724640317592981,366.4417178530873,68.60435562782354,2.9839185615171675,0.30125874826465915,0.2791892344631191,1
81,LTTS.NS,0.0,0.0,11.1,19.46949,1.2625546262832763,73.85118183127318,24.489249665869647,6.0682133698242895,1.2624858244499886,1.23707696385968,0
82,HESTERBIO.NS,0.875518,0.9345530000000001,5.94,3.2919199999999997,22.382163096353974,98.6315957267951,63.7633430278899,8.402753131809405,0.4639123736372757,0.3758114110010249,1
83,AIAENG.NS,0.6074,0.56176,13.71,15.02,1.848324027495991,206.83098458778136,27.76310425984059,4.344735130926372,0.6794404856023075,1.5830670458209959,1
84,GALAXYSURF.NS,0.341969,0.363695,15.93,17.71,1.4155681430945808,18.58259839095366,25.06886486579902,5.502119860735191,1.4009878859791938,0.3621657511921289,0
85,HIL.NS,0.47756000000000004,0.467893,67.17999,31.7011,0.33865644436572817,18.243623419970636,10.746051332151813,1.6727509281722894,1.1530183000572176,1.2050733588407194,2
86,SUNCLAYLTD.NS,0.43391899999999994,0.371822,-77.41999,4.55253,7.9641379093274365,-8.868104225352113,36.253409190611976,1.341846772425775,0.8040277312840516,1.89741706451218,0
89,VSTTILLERS.NS,0.329869,0.32871500000000003,19.758020000000002,-3.91225,-14.82459625447774,71.2045202212581,57.99752456457095,2.3665118194857317,0.7551585979149386,0.94921689606075,0
90,ACC.NS,0.632378,0.6545,14.39,17.16,1.5199830714758922,73.85594214152545,26.077202790843806,2.5691901149428675,0.7858805662787934,1.7282350399654354,1
91,AJANTPHARM.NS,0.770877,0.739574,16.93,14.80085,1.8880338777248704,82.0447994940197,27.94074037437853,5.384479024229761,0.7967390747554005,0.8108023825116164,1
92,GLAXO.NS,0.603247,0.639779,6.54,8.13822,34.832018534967965,530.1898221820809,283.8003039573632,14.106517557159162,0.9838814737233544,1.3196964698119429,2
